story_key,story_title,epic,story_type,user_story,workflow_use_case,expected_behavior,acceptance_criteria,story_sync,source_confidence,priority,status,linked_qa_tracker_ids,tested_fixtures,tested_specs,test_coverage_notes,notes,last_reviewed
phylogenetic-view:configure-controls,"[Phylogenetic Tree] Configure tree layout, labels, and branch controls",Phylogenetic Tree,Settings/Controls,"As a MicrobeTrace user, I want to configure the phylogenetic tree view controls, so that I can adjust the analysis view and immediately see the correct result.",Use the covered controls for the phylogenetic tree view and verify each setting updates the rendered view or session state without corrupting data membership.,"Phylogenetic Tree control changes are reflected in the rendered view, maintain stable membership, and preserve documented control state where covered.","Given the linked QA tracker scenarios, when the user performs the covered Phylogenetic Tree workflow, then the expected behavior remains true for each listed fixture and spec.; Given the listed Cypress specs are run, when they pass, then this story has automated evidence for the grouped acceptance checks.; Given linked QA evidence changes, when this story is regenerated, then tested fixtures, specs, and coverage notes stay aligned with the current QA trackers.",false,High,P1,Draft,phylogenetic-view:P009; phylogenetic-view:P021,SARSCoV2_Simulated_Sequences_NJ_tree_snp.nwk,cypress/e2e/journeys/flows/phylogenetic-view-export.cy.ts; cypress/e2e/journeys/flows/phylogenetic-controls-uploaded.cy.ts,Grouped from 2 QA tracker row(s): Layout mode type and leaf-label visibility on uploaded data; Horizontal and vertical stretch controls. Source areas: Tree Settings.,Generated as a grouped user story from QA tracker evidence. Review title and behavior language before enabling story_sync.,2026-04-22
phylogenetic-view:export-and-restore,[Phylogenetic Tree] Export and restore Phylogenetic Tree outputs and state,Phylogenetic Tree,Export,"As a MicrobeTrace user, I want to export the phylogenetic tree view outputs in supported formats, so that I can save and share analysis results outside the app.","Configure the phylogenetic tree view as needed, use the supported export actions, and verify the exported files or restored state match the current view.","Phylogenetic Tree exports supported formats without stale downloads, missing content, or mismatched view state. Session or restore paths preserve the configured state where covered.","Given the linked QA tracker scenarios, when the user performs the covered Phylogenetic Tree workflow, then the expected behavior remains true for each listed fixture and spec.; Given the listed Cypress specs are run, when they pass, then this story has automated evidence for the grouped acceptance checks.; Given linked QA evidence changes, when this story is regenerated, then tested fixtures, specs, and coverage notes stay aligned with the current QA trackers.",false,High,P2,Draft,phylogenetic-view:P027,SARSCoV2_Simulated_Sequences_NJ_tree_snp.nwk,cypress/e2e/journeys/flows/phylogenetic-controls-uploaded.cy.ts,Grouped from 1 QA tracker row(s): Tree tab reopen persistence. Source areas: Export And Persistence.,Generated as a grouped user story from QA tracker evidence. Review title and behavior language before enabling story_sync.,2026-04-22
phylogenetic-view:export-output,[Phylogenetic Tree] Export tree images and Newick text,Phylogenetic Tree,Export,"As a MicrobeTrace user, I want to export the phylogenetic tree view outputs in supported formats, so that I can save and share analysis results outside the app.","Configure the phylogenetic tree view as needed, use the supported export actions, and verify the exported files or restored state match the current view.","Phylogenetic Tree exports supported formats without stale downloads, missing content, or mismatched view state. Session or restore paths preserve the configured state where covered.","Given the linked QA tracker scenarios, when the user performs the covered Phylogenetic Tree workflow, then the expected behavior remains true for each listed fixture and spec.; Given the listed Cypress specs are run, when they pass, then this story has automated evidence for the grouped acceptance checks.; Given linked QA evidence changes, when this story is regenerated, then tested fixtures, specs, and coverage notes stay aligned with the current QA trackers.",false,High,P1,Draft,phylogenetic-view:P006; phylogenetic-view:P007; phylogenetic-view:P008; phylogenetic-view:P026; phylogenetic-view:P029,SARSCoV2_Simulated_Sequences_NJ_tree_snp.nwk; AngularTesting_DistanceMatrix_TN93_BS.xlsx; SARSCoV2_Simulated_Sequences_snp.fas; AngularTesting_nodelist_withseqs_TN93_BS.csv,cypress/e2e/journeys/flows/phylogenetic-view-export.cy.ts; cypress/e2e/journeys/flows/phylogenetic-computed-export.cy.ts,Grouped from 5 QA tracker row(s): Export PNG; Export SVG; Export Newick text; Computed-tree export on non-Newick source; Export JPEG. Source areas: Export.,Generated as a grouped user story from QA tracker evidence. Review title and behavior language before enabling story_sync.,2026-04-22
phylogenetic-view:interact-with-view,[Phylogenetic Tree] Select leaves and mutate tree structure,Phylogenetic Tree,Visualization Behavior,"As a MicrobeTrace user, I want to interact with the phylogenetic tree view data directly, so that I can inspect, select, and drill into the data shown in the view.","Select, hover, pan, zoom, expand, or otherwise interact with the rendered data in the phylogenetic tree view and verify the app updates the expected detail state.","Phylogenetic Tree interactions expose correct tooltips, selections, drilldowns, and synchronized state without leaking stale selections or rows.","Given the linked QA tracker scenarios, when the user performs the covered Phylogenetic Tree workflow, then the expected behavior remains true for each listed fixture and spec.; Given the listed Cypress specs are run, when they pass, then this story has automated evidence for the grouped acceptance checks.; Given linked QA evidence changes, when this story is regenerated, then tested fixtures, specs, and coverage notes stay aligned with the current QA trackers.",false,High,P1,Draft,phylogenetic-view:P017; phylogenetic-view:P018; phylogenetic-view:P024; phylogenetic-view:P025,COVID-19_simulated_NodeList_snp.csv; COVID_Dummy_distance_edgelist_snp.csv; SARSCoV2_Simulated_Sequences_NJ_tree_snp.nwk,cypress/e2e/journeys/flows/phylogenetic-metadata-uploaded.cy.ts; cypress/e2e/journeys/flows/phylogenetic-context-menu-uploaded.cy.ts; cypress/e2e/journeys/flows/phylogenetic-controls-uploaded.cy.ts,Grouped from 4 QA tracker row(s): Leaf-node selection; Context-menu tree mutations and restore; External session-to-tree selection and unselect sync; Toggle Ctrl-click multi-select. Source areas: Tree Interaction.,Generated as a grouped user story from QA tracker evidence. Review title and behavior language before enabling story_sync.,2026-04-22
phylogenetic-view:load-supported-data,[Phylogenetic Tree] Build trees from supported sequence and tree datasets,Phylogenetic Tree,Data Processing,"As a MicrobeTrace user, I want to launch the phylogenetic tree view from supported uploaded datasets, so that I can start analysis without manually preparing intermediate files.","Load the supported file combinations listed in QA evidence, open the phylogenetic tree view, and confirm the rendered state reflects the uploaded data.","Phylogenetic Tree accepts covered file types, derives or maps required data, and renders a stable view with expected counts, labels, tables, or visual marks for each supported load path.","Given the linked QA tracker scenarios, when the user performs the covered Phylogenetic Tree workflow, then the expected behavior remains true for each listed fixture and spec.; Given the listed Cypress specs are run, when they pass, then this story has automated evidence for the grouped acceptance checks.; Given linked QA evidence changes, when this story is regenerated, then tested fixtures, specs, and coverage notes stay aligned with the current QA trackers.",false,High,P0,Draft,phylogenetic-view:P001; phylogenetic-view:P002; phylogenetic-view:P003; phylogenetic-view:P004; phylogenetic-view:P005; phylogenetic-view:P019,COVID_Dummy_distance_edgelist_snp.csv; AngularTesting_DistanceMatrix_TN93_BS.xlsx; SARSCoV2_Simulated_Sequences_snp.fas; AngularTesting_nodelist_withseqs_TN93_BS.csv; AngularTesting_seqs_TN93_BS.nwk; SARSCoV2_Simulated_Sequences_NJ_tree_snp.nwk,cypress/e2e/journeys/flows/upload-launch-phylo.cy.ts; cypress/e2e/journeys/flows/phylogenetic-view-export.cy.ts; cypress/e2e/journeys/flows/upload-launch-phylo-direct.cy.ts,Grouped from 6 QA tracker row(s): Distance edgelist launch then switch to tree; Distance matrix launch then switch to tree; FASTA launch then switch to tree; Sequence node list launch then switch to tree; Newick launch or switch to tree; Direct file launch to tree default view on computed sources. Source areas: Load Tree.,Generated as a grouped user story from QA tracker evidence. Review title and behavior language before enabling story_sync.,2026-04-22
phylogenetic-view:manage-view-layout,[Phylogenetic Tree] Manage Phylogenetic Tree layout and navigation state,Phylogenetic Tree,Visualization Behavior,"As a MicrobeTrace user, I want to use the phylogenetic tree view within the app layout, so that I can navigate, resize, and restore the view without losing context.","Open, close, resize, switch, or restore the phylogenetic tree view through the covered layout paths and verify the view remains usable.","Phylogenetic Tree remains stable through layout, dashboard, navigation, and hidden-pane lifecycle changes.","Given the linked QA tracker scenarios, when the user performs the covered Phylogenetic Tree workflow, then the expected behavior remains true for each listed fixture and spec.; Given the listed Cypress specs are run, when they pass, then this story has automated evidence for the grouped acceptance checks.; Given linked QA evidence changes, when this story is regenerated, then tested fixtures, specs, and coverage notes stay aligned with the current QA trackers.",false,High,P2,Draft,phylogenetic-view:P023,SARSCoV2_Simulated_Sequences_NJ_tree_snp.nwk,cypress/e2e/journeys/flows/phylogenetic-controls-uploaded.cy.ts,Grouped from 1 QA tracker row(s): Center Screen refit after viewport interaction. Source areas: Navigation.,Generated as a grouped user story from QA tracker evidence. Review title and behavior language before enabling story_sync.,2026-04-22
phylogenetic-view:map-render-data,"[Phylogenetic Tree] Render leaf, branch, and metadata fields",Phylogenetic Tree,Data Processing,"As a MicrobeTrace user, I want to map and render data fields in the phylogenetic tree view, so that I can inspect the right labels, ranges, and derived values for my dataset.","Configure the covered data-field, label, sizing, or rendering options and verify the phylogenetic tree view displays the expected data.","Phylogenetic Tree maps covered data fields into the rendered view accurately and keeps labels, dimensions, and derived values synchronized with the selected options.","Given the linked QA tracker scenarios, when the user performs the covered Phylogenetic Tree workflow, then the expected behavior remains true for each listed fixture and spec.; Given the listed Cypress specs are run, when they pass, then this story has automated evidence for the grouped acceptance checks.; Given linked QA evidence changes, when this story is regenerated, then tested fixtures, specs, and coverage notes stay aligned with the current QA trackers.",false,High,P2,Draft,phylogenetic-view:P013; phylogenetic-view:P014; phylogenetic-view:P015; phylogenetic-view:P016; phylogenetic-view:P022,COVID-19_simulated_NodeList_snp.csv; COVID_Dummy_distance_edgelist_snp.csv; SARSCoV2_Simulated_Sequences_NJ_tree_snp.nwk,cypress/e2e/journeys/flows/phylogenetic-metadata-uploaded.cy.ts; cypress/e2e/journeys/flows/phylogenetic-controls-uploaded.cy.ts,"Grouped from 5 QA tracker row(s): Leaf label field and size; Leaf tooltip visibility and field; Leaf node visibility and sizing; Branch distance labels branch nodes and branch size controls; Newick branch-node labels visibility and size. Source areas: Leaves, Branches.",Generated as a grouped user story from QA tracker evidence. Review title and behavior language before enabling story_sync.,2026-04-22
phylogenetic-view:save-restore-state,[Phylogenetic Tree] Save and restore Phylogenetic Tree state,Phylogenetic Tree,Session Persistence,"As a MicrobeTrace user, I want to save and restore the phylogenetic tree view state, so that I can resume analysis without rebuilding the view manually.","Configure the phylogenetic tree view, save or reload the session state, and confirm the restored app returns to the expected view configuration.","Phylogenetic Tree preserves covered settings, selected data, and rendered state across session save and reload workflows.","Given the linked QA tracker scenarios, when the user performs the covered Phylogenetic Tree workflow, then the expected behavior remains true for each listed fixture and spec.; Given the listed Cypress specs are run, when they pass, then this story has automated evidence for the grouped acceptance checks.; Given linked QA evidence changes, when this story is regenerated, then tested fixtures, specs, and coverage notes stay aligned with the current QA trackers.",false,High,P2,Draft,phylogenetic-view:P028,SARSCoV2_Simulated_Sequences_NJ_tree_snp.nwk,cypress/e2e/journeys/flows/phylogenetic-session-roundtrip.cy.ts,Grouped from 1 QA tracker row(s): Session save and reload round-trip for tree state. Source areas: Session.,Generated as a grouped user story from QA tracker evidence. Review title and behavior language before enabling story_sync.,2026-04-22
phylogenetic-view:style-rendering,[Phylogenetic Tree] Style Phylogenetic Tree rendering,Phylogenetic Tree,Settings/Controls,"As a MicrobeTrace user, I want to style the phylogenetic tree view from uploaded data and controls, so that I can visually distinguish data categories and preserve presentation choices.","Apply style files, color mappings, or styling controls to covered datasets and verify the phylogenetic tree view reflects the selected visual encoding.","Phylogenetic Tree applies covered colors, labels, sizes, shapes, and style-table edits consistently through filtering, grouping, timeline, and restore paths where applicable.","Given the linked QA tracker scenarios, when the user performs the covered Phylogenetic Tree workflow, then the expected behavior remains true for each listed fixture and spec.; Given the listed Cypress specs are run, when they pass, then this story has automated evidence for the grouped acceptance checks.; Given linked QA evidence changes, when this story is regenerated, then tested fixtures, specs, and coverage notes stay aligned with the current QA trackers.",false,High,P2,Draft,phylogenetic-view:P010; phylogenetic-view:P011; phylogenetic-view:P012; phylogenetic-view:P020; phylogenetic-view:P030; phylogenetic-view:P031,COVID-19_simulated_NodeList_snp.csv; COVID_Dummy_distance_edgelist_snp.csv; TestStyleNodelist_snp.csv; TestStyleEdgelist_snp_weighted.csv; Cypress_Test_Style.style,cypress/e2e/journeys/flows/phylogenetic-metadata-uploaded.cy.ts,Grouped from 6 QA tracker row(s): Global node color change; Node color by uploaded field; Style file reflected on tree; Cluster color recompute after threshold change; Fixed branch color change; Selected-color styling on tree selection. Source areas: Global Settings.,Generated as a grouped user story from QA tracker evidence. Review title and behavior language before enabling story_sync.,2026-04-22
heatmap-view:configure-controls,"[Heatmap] Configure labels, inversion, colors, and centering",Heatmap,Settings/Controls,"As a MicrobeTrace user, I want to configure the Heatmap view controls, so that I can adjust the analysis view and immediately see the correct result.",Use the covered controls for the Heatmap view and verify each setting updates the rendered view or session state without corrupting data membership.,"Heatmap control changes are reflected in the rendered view, maintain stable membership, and preserve documented control state where covered.","Given the linked QA tracker scenarios, when the user performs the covered Heatmap workflow, then the expected behavior remains true for each listed fixture and spec.; Given the listed Cypress specs are run, when they pass, then this story has automated evidence for the grouped acceptance checks.; Given linked QA evidence changes, when this story is regenerated, then tested fixtures, specs, and coverage notes stay aligned with the current QA trackers.",false,High,P1,Draft,heatmap-view:H007; heatmap-view:H008; heatmap-view:H009; heatmap-view:H013; heatmap-view:H019,AngularTesting_DistanceMatrix_TN93_BS.xlsx,cypress/e2e/journeys/flows/heatmap-controls-uploaded.cy.ts; cypress/e2e/journeys/flows/heatmap-background-uploaded.cy.ts,"Grouped from 5 QA tracker row(s): Invert X and Invert Y; Show Labels persistence; Color scale updates; Center Screen after viewport interaction; Background color and contrast on Heatmap. Source areas: Heatmap Settings, Heatmap Controls, General Settings.",Generated as a grouped user story from QA tracker evidence. Review title and behavior language before enabling story_sync.,2026-04-22
heatmap-view:cross-feature,[Heatmap] Preserve Heatmap behavior across global settings,Heatmap,Settings/Controls,"As a MicrobeTrace user, I want to preserve Heatmap behavior across global settings, so that I can complete the covered analysis workflow reliably.",Exercise the covered Heatmap scenarios and verify the view reaches the expected state.,Heatmap preserves the behavior covered by the linked QA tracker evidence.,"Given the linked QA tracker scenarios, when the user performs the covered Heatmap workflow, then the expected behavior remains true for each listed fixture and spec.; Given the listed Cypress specs are run, when they pass, then this story has automated evidence for the grouped acceptance checks.; Given linked QA evidence changes, when this story is regenerated, then tested fixtures, specs, and coverage notes stay aligned with the current QA trackers.",false,High,P1,Draft,heatmap-view:H018,SARSCoV2_Simulated_Sequences_snp.fas; AngularTesting_nodelist_withseqs_TN93_BS.csv,cypress/e2e/journeys/flows/heatmap-metric-switch-uploaded.cy.ts,Grouped from 1 QA tracker row(s): Post-launch distance metric switch while Heatmap is active. Source areas: Cross-Feature.,Generated as a grouped user story from QA tracker evidence. Review title and behavior language before enabling story_sync.,2026-04-22
heatmap-view:export-and-restore,[Heatmap] Export and restore Heatmap outputs and state,Heatmap,Export,"As a MicrobeTrace user, I want to export the Heatmap view outputs in supported formats, so that I can save and share analysis results outside the app.","Configure the Heatmap view as needed, use the supported export actions, and verify the exported files or restored state match the current view.","Heatmap exports supported formats without stale downloads, missing content, or mismatched view state. Session or restore paths preserve the configured state where covered.","Given the linked QA tracker scenarios, when the user performs the covered Heatmap workflow, then the expected behavior remains true for each listed fixture and spec.; Given the listed Cypress specs are run, when they pass, then this story has automated evidence for the grouped acceptance checks.; Given linked QA evidence changes, when this story is regenerated, then tested fixtures, specs, and coverage notes stay aligned with the current QA trackers.",false,High,P1,Draft,heatmap-view:H010; heatmap-view:H011; heatmap-view:H014; heatmap-view:H015; heatmap-view:H016; heatmap-view:H017; heatmap-view:H020,AngularTesting_DistanceMatrix_TN93_BS.xlsx,cypress/e2e/journeys/flows/heatmap-controls-uploaded.cy.ts,Grouped from 7 QA tracker row(s): Heatmap export to SVG; Distance matrix export to CSV; Heatmap export to PNG; Heatmap export to JPEG; Distance matrix export to CSV without labels; Distance matrix export respects active axis inversion; Heatmap tab reopen persistence. Source areas: Export And Persistence.,Generated as a grouped user story from QA tracker evidence. Review title and behavior language before enabling story_sync.,2026-04-22
heatmap-view:load-supported-data,[Heatmap] Build distance heatmaps from supported datasets,Heatmap,Data Processing,"As a MicrobeTrace user, I want to launch the Heatmap view from supported uploaded datasets, so that I can start analysis without manually preparing intermediate files.","Load the supported file combinations listed in QA evidence, open the Heatmap view, and confirm the rendered state reflects the uploaded data.","Heatmap accepts covered file types, derives or maps required data, and renders a stable view with expected counts, labels, tables, or visual marks for each supported load path.","Given the linked QA tracker scenarios, when the user performs the covered Heatmap workflow, then the expected behavior remains true for each listed fixture and spec.; Given the listed Cypress specs are run, when they pass, then this story has automated evidence for the grouped acceptance checks.; Given linked QA evidence changes, when this story is regenerated, then tested fixtures, specs, and coverage notes stay aligned with the current QA trackers.",false,High,P0,Draft,heatmap-view:H001; heatmap-view:H002; heatmap-view:H003; heatmap-view:H004; heatmap-view:H005; heatmap-view:H006; heatmap-view:H012; heatmap-view:H022,COVID_Dummy_distance_edgelist_snp.csv; AngularTesting_DistanceMatrix_TN93_BS.xlsx; SARSCoV2_Simulated_Sequences_snp.fas; TestStyleNodelist_snp.csv; TestStyleEdgelist_snp.csv; AngularTesting_nodelist_withseqs_TN93_BS.csv; AngularTesting_seqs_TN93_BS.nwk; all Heatmap-capable Heatmap fixtures; LargeDataSet_Test_sequences_node.csv,cypress/e2e/journeys/flows/upload-launch-heatmap.cy.ts; cypress/e2e/journeys/flows/heatmap-direct-launch-uploaded.cy.ts; cypress/e2e/journeys/flows/heatmap-large-uploaded.cy.ts,Grouped from 8 QA tracker row(s): Uploaded SNP distance edgelist; Uploaded TN93 distance matrix; Uploaded FASTA; Uploaded node + link files; Uploaded sequence node list; Uploaded Newick; Direct file launch to Heatmap default view; Load Large dataset Heatmap data. Source areas: Load Heatmap.,Generated as a grouped user story from QA tracker evidence. Review title and behavior language before enabling story_sync.,2026-04-22
heatmap-view:manage-view-layout,[Heatmap] Manage Heatmap layout and navigation state,Heatmap,Visualization Behavior,"As a MicrobeTrace user, I want to use the Heatmap view within the app layout, so that I can navigate, resize, and restore the view without losing context.","Open, close, resize, switch, or restore the Heatmap view through the covered layout paths and verify the view remains usable.","Heatmap remains stable through layout, dashboard, navigation, and hidden-pane lifecycle changes.","Given the linked QA tracker scenarios, when the user performs the covered Heatmap workflow, then the expected behavior remains true for each listed fixture and spec.; Given the listed Cypress specs are run, when they pass, then this story has automated evidence for the grouped acceptance checks.; Given linked QA evidence changes, when this story is regenerated, then tested fixtures, specs, and coverage notes stay aligned with the current QA trackers.",false,High,P2,Draft,heatmap-view:H023,demo session sample dataset,cypress/e2e/view-state/heatmap-view.cy.ts,Grouped from 1 QA tracker row(s): Load Dedicated sample-data Heatmap data. Source areas: View State.,Generated as a grouped user story from QA tracker evidence. Review title and behavior language before enabling story_sync.,2026-04-22
heatmap-view:save-restore-state,[Heatmap] Save and restore Heatmap state,Heatmap,Session Persistence,"As a MicrobeTrace user, I want to save and restore the Heatmap view state, so that I can resume analysis without rebuilding the view manually.","Configure the Heatmap view, save or reload the session state, and confirm the restored app returns to the expected view configuration.","Heatmap preserves covered settings, selected data, and rendered state across session save and reload workflows.","Given the linked QA tracker scenarios, when the user performs the covered Heatmap workflow, then the expected behavior remains true for each listed fixture and spec.; Given the listed Cypress specs are run, when they pass, then this story has automated evidence for the grouped acceptance checks.; Given linked QA evidence changes, when this story is regenerated, then tested fixtures, specs, and coverage notes stay aligned with the current QA trackers.",false,High,P2,Draft,heatmap-view:H021,AngularTesting_DistanceMatrix_TN93_BS.xlsx,cypress/e2e/journeys/flows/heatmap-session-roundtrip.cy.ts,Grouped from 1 QA tracker row(s): Session save and reload round-trip for Heatmap. Source areas: Session.,Generated as a grouped user story from QA tracker evidence. Review title and behavior language before enabling story_sync.,2026-04-22
bubble-view:configure-controls,"[Bubble] Configure axes, spacing, sizing, and collapsed aggregates",Bubble,Settings/Controls,"As a MicrobeTrace user, I want to configure the Bubble view controls, so that I can adjust the analysis view and immediately see the correct result.",Use the covered controls for the Bubble view and verify each setting updates the rendered view or session state without corrupting data membership.,"Bubble control changes are reflected in the rendered view, maintain stable membership, and preserve documented control state where covered.","Given the linked QA tracker scenarios, when the user performs the covered Bubble workflow, then the expected behavior remains true for each listed fixture and spec.; Given the listed Cypress specs are run, when they pass, then this story has automated evidence for the grouped acceptance checks.; Given linked QA evidence changes, when this story is regenerated, then tested fixtures, specs, and coverage notes stay aligned with the current QA trackers.",false,High,P1,Draft,bubble-view:B009; bubble-view:B010; bubble-view:B012; bubble-view:B017; bubble-view:B018; bubble-view:B019; bubble-view:B032; bubble-view:B037,TestStyleNodelist_snp.csv; TestStyleEdgelist_snp.csv,cypress/e2e/journeys/flows/bubble-controls-uploaded.cy.ts,Grouped from 8 QA tracker row(s): Axis reassignment on uploaded data; Node size and axis-label size on uploaded data; Collapsed aggregates and tooltip table on uploaded data; Node spacing on uploaded data; Collapsed node-size scaling; Date axis formatting and chronological ordering; Y-axis date formatting and chronological ordering; Invalid uploaded dates collapse into an Unknown Bubble date bucket. Source areas: Bubble Settings.,Generated as a grouped user story from QA tracker evidence. Review title and behavior language before enabling story_sync.,2026-04-22
bubble-view:dashboard-integration,[Bubble] Use Bubble inside Dashboard layouts,Bubble,Settings/Controls,"As a MicrobeTrace user, I want to use the Bubble view within the app layout, so that I can navigate, resize, and restore the view without losing context.","Open, close, resize, switch, or restore the Bubble view through the covered layout paths and verify the view remains usable.","Bubble remains stable through layout, dashboard, navigation, and hidden-pane lifecycle changes.","Given the linked QA tracker scenarios, when the user performs the covered Bubble workflow, then the expected behavior remains true for each listed fixture and spec.; Given the listed Cypress specs are run, when they pass, then this story has automated evidence for the grouped acceptance checks.; Given linked QA evidence changes, when this story is regenerated, then tested fixtures, specs, and coverage notes stay aligned with the current QA trackers.",false,High,P1,Draft,bubble-view:B038,COVID-19_simulated_NodeList_snp.csv; COVID_Dummy_distance_edgelist_snp.csv,cypress/e2e/journeys/flows/dashboard-global-styling-uploaded.cy.ts; cypress/e2e/journeys/flows/dashboard-filtering-propagation-uploaded.cy.ts,Grouped from 1 QA tracker row(s): Hidden Bubble pane refresh under root styling and filtering. Source areas: Dashboard.,Generated as a grouped user story from QA tracker evidence. Review title and behavior language before enabling story_sync.,2026-04-22
bubble-view:export-and-restore,[Bubble] Export and restore Bubble outputs and state,Bubble,Export,"As a MicrobeTrace user, I want to export the Bubble view outputs in supported formats, so that I can save and share analysis results outside the app.","Configure the Bubble view as needed, use the supported export actions, and verify the exported files or restored state match the current view.","Bubble exports supported formats without stale downloads, missing content, or mismatched view state. Session or restore paths preserve the configured state where covered.","Given the linked QA tracker scenarios, when the user performs the covered Bubble workflow, then the expected behavior remains true for each listed fixture and spec.; Given the listed Cypress specs are run, when they pass, then this story has automated evidence for the grouped acceptance checks.; Given linked QA evidence changes, when this story is regenerated, then tested fixtures, specs, and coverage notes stay aligned with the current QA trackers.",false,High,P2,Draft,bubble-view:B014; bubble-view:B031; bubble-view:B034; bubble-view:B035,TestStyleNodelist_snp.csv; TestStyleEdgelist_snp.csv; Cypress_Test_Style.style,cypress/e2e/journeys/flows/bubble-export-uploaded.cy.ts; cypress/e2e/journeys/flows/bubble-style-session-roundtrip-uploaded.cy.ts,Grouped from 4 QA tracker row(s): Bubble export to SVG; Bubble export to PNG with advanced scale; Session save and reload preserves Bubble state; Styled collapsed Bubble pie backgrounds persist after session reload. Source areas: Export And Persistence.,Generated as a grouped user story from QA tracker evidence. Review title and behavior language before enabling story_sync.,2026-04-22
bubble-view:interact-with-view,[Bubble] Select bubbles and synchronize shared selection state,Bubble,Visualization Behavior,"As a MicrobeTrace user, I want to interact with the Bubble view data directly, so that I can inspect, select, and drill into the data shown in the view.","Select, hover, pan, zoom, expand, or otherwise interact with the rendered data in the Bubble view and verify the app updates the expected detail state.","Bubble interactions expose correct tooltips, selections, drilldowns, and synchronized state without leaking stale selections or rows.","Given the linked QA tracker scenarios, when the user performs the covered Bubble workflow, then the expected behavior remains true for each listed fixture and spec.; Given the listed Cypress specs are run, when they pass, then this story has automated evidence for the grouped acceptance checks.; Given linked QA evidence changes, when this story is regenerated, then tested fixtures, specs, and coverage notes stay aligned with the current QA trackers.",false,High,P1,Draft,bubble-view:B013; bubble-view:B024; bubble-view:B025; bubble-view:B026; bubble-view:B036,TestStyleNodelist_snp.csv; TestStyleEdgelist_snp.csv,cypress/e2e/journeys/flows/bubble-selection-uploaded.cy.ts,Grouped from 5 QA tracker row(s): Selection sync from Bubble into shared session and 2D; External session-to-Bubble selection and unselect sync; Bubble multi-select propagates into shared session and 2D; Bubble unselect propagates into shared session and 2D; Collapsed Bubble aggregate selection does not leak into shared node selection. Source areas: Interaction.,Generated as a grouped user story from QA tracker evidence. Review title and behavior language before enabling story_sync.,2026-04-22
bubble-view:load-supported-data,[Bubble] Build bubble plots from supported datasets,Bubble,Data Processing,"As a MicrobeTrace user, I want to launch the Bubble view from supported uploaded datasets, so that I can start analysis without manually preparing intermediate files.","Load the supported file combinations listed in QA evidence, open the Bubble view, and confirm the rendered state reflects the uploaded data.","Bubble accepts covered file types, derives or maps required data, and renders a stable view with expected counts, labels, tables, or visual marks for each supported load path.","Given the linked QA tracker scenarios, when the user performs the covered Bubble workflow, then the expected behavior remains true for each listed fixture and spec.; Given the listed Cypress specs are run, when they pass, then this story has automated evidence for the grouped acceptance checks.; Given linked QA evidence changes, when this story is regenerated, then tested fixtures, specs, and coverage notes stay aligned with the current QA trackers.",false,High,P0,Draft,bubble-view:B001; bubble-view:B002; bubble-view:B003; bubble-view:B004; bubble-view:B005; bubble-view:B006; bubble-view:B007; bubble-view:B008; bubble-view:B016,COVID_Dummy_distance_edgelist_snp.csv; AngularTesting_DistanceMatrix_TN93_BS.xlsx; SARSCoV2_Simulated_Sequences_snp.fas; TestStyleNodelist_snp.csv; TestStyleEdgelist_snp.csv; AngularTesting_nodelist_withseqs_TN93_BS.csv; AngularTesting_seqs_TN93_BS.nwk; AngularTesting_Epi_linklist_BS.csv; LargeDataSet_Test_sequences_node.csv; Large_Dataset_forTesting_epiLinks.csv,cypress/e2e/journeys/flows/upload-launch-bubble.cy.ts; cypress/e2e/journeys/flows/bubble-direct-launch-uploaded.cy.ts,Grouped from 9 QA tracker row(s): Distance edgelist upload then switch to Bubble; Distance matrix upload then switch to Bubble; FASTA upload then switch to Bubble; Uploaded node list + link list then switch to Bubble; Sequence node-list upload then switch to Bubble; Newick upload then switch to Bubble; Mixed-origin upload then switch to Bubble; Load Large uploaded Bubble data; plus 1 additional covered scenarios. Source areas: Load Bubble.,Generated as a grouped user story from QA tracker evidence. Review title and behavior language before enabling story_sync.,2026-04-22
bubble-view:manage-view-layout,[Bubble] Manage Bubble layout and navigation state,Bubble,Visualization Behavior,"As a MicrobeTrace user, I want to use the Bubble view within the app layout, so that I can navigate, resize, and restore the view without losing context.","Open, close, resize, switch, or restore the Bubble view through the covered layout paths and verify the view remains usable.","Bubble remains stable through layout, dashboard, navigation, and hidden-pane lifecycle changes.","Given the linked QA tracker scenarios, when the user performs the covered Bubble workflow, then the expected behavior remains true for each listed fixture and spec.; Given the listed Cypress specs are run, when they pass, then this story has automated evidence for the grouped acceptance checks.; Given linked QA evidence changes, when this story is regenerated, then tested fixtures, specs, and coverage notes stay aligned with the current QA trackers.",false,High,P3,Draft,bubble-view:B030,TestStyleNodelist_snp.csv; TestStyleEdgelist_snp.csv,cypress/e2e/journeys/flows/bubble-navigation-uploaded.cy.ts,Grouped from 1 QA tracker row(s): Center Screen refit after zoom drift. Source areas: Navigation.,Generated as a grouped user story from QA tracker evidence. Review title and behavior language before enabling story_sync.,2026-04-22
